run_dir,horizon,NSE_median_well,RMSE_median_well
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,14,-6.728408396726413,0.5598104209083472
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,15,-7.384561963646059,0.6018121642431438
GRU_FCOV_in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,16,-8.705027558676996,0.6525854399507108
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,1,0.5106752731328639,0.1239752060966183
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,2,0.5657661291036766,0.12604224069425035
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,3,0.5976259460665281,0.1197266560850293
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,4,0.5312197279619127,0.12998321836401144
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,5,0.4498582532042652,0.14356286646990654
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,6,0.36240937223757763,0.15638063653191067
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,7,0.27542239324365514,0.16765689050300364
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,8,0.18484873501717303,0.17982582935864497
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,9,0.1062226353731427,0.19145955595828013
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,10,0.03696068479005876,0.20100590467481394
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,11,-0.07191857015873282,0.21083793282550986
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,12,-0.19735862559236517,0.22150532842423826
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,13,-0.350289053712437,0.23238924817438839
GRU_FCOV_in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,14,-0.5102413097500402,0.2465996017292147
